timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1677828908180,5259,Org_api_creation,201,CREATED,org_API 1-1,text,true,,1230,2912,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations,5258,0,1367
1677828918003,1436,Org_api_creation,201,CREATED,org_API 1-2,text,true,,1230,2912,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations,1436,0,87
1677828928004,1143,Org_api_creation,201,CREATED,org_API 1-3,text,true,,1230,2912,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations,1143,0,80
1677828938002,1215,Org_api_creation,201,CREATED,org_API 1-4,text,true,,1230,2912,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations,1215,0,80
1677828948004,631,Org_api_creation,201,CREATED,org_API 1-5,text,true,,1230,2912,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations,631,0,340
1677828958001,1087,Org_api_creation,201,CREATED,org_API 1-6,text,true,,1230,2912,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations,1087,0,71
