timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1678711263544,1865,Org_api_Retrieve,200,OK,org_API 1-29,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1865,0,1155
1678711268547,3532,Org_api_Retrieve,200,OK,org_API 1-30,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3531,0,310
1678711273541,528,Org_api_Retrieve,200,OK,org_API 1-31,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,528,0,130
1678711278539,1513,Org_api_Retrieve,200,OK,org_API 1-32,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1513,0,83
1678711283537,1602,Org_api_Retrieve,200,OK,org_API 1-33,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1602,0,80
1678711288539,702,Org_api_Retrieve,200,OK,org_API 1-34,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,701,0,83
1678711293538,1338,Org_api_Retrieve,200,OK,org_API 1-35,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1338,0,1009
1678711298537,1203,Org_api_Retrieve,200,OK,org_API 1-36,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1203,0,745
1678711303540,3457,Org_api_Retrieve,200,OK,org_API 1-37,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3457,0,280
1678711308538,813,Org_api_Retrieve,200,OK,org_API 1-38,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,813,0,275
1678711313538,618,Org_api_Retrieve,200,OK,org_API 1-39,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,618,0,332
1678711318538,2178,Org_api_Retrieve,200,OK,org_API 1-40,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2178,0,65
1678711323538,1063,Org_api_Retrieve,200,OK,org_API 1-41,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1063,0,279
1678711328536,515,Org_api_Retrieve,200,OK,org_API 1-42,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,515,0,121
1678711333537,2412,Org_api_Retrieve,200,OK,org_API 1-43,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2411,0,146
1678711338538,895,Org_api_Retrieve,200,OK,org_API 1-44,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,895,0,267
1678711343539,1285,Org_api_Retrieve,200,OK,org_API 1-45,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1285,0,224
1678711348536,809,Org_api_Retrieve,200,OK,org_API 1-46,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,809,0,77
1678711353539,950,Org_api_Retrieve,200,OK,org_API 1-47,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,950,0,590
1678711358535,1420,Org_api_Retrieve,200,OK,org_API 1-48,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1420,0,135
1678711363546,949,Org_api_Retrieve,200,OK,org_API 1-49,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,949,0,275
1678711368536,3870,Org_api_Retrieve,200,OK,org_API 1-50,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3870,0,971
1678711373537,643,Org_api_Retrieve,200,OK,org_API 1-51,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,643,0,293
1678711378537,2747,Org_api_Retrieve,200,OK,org_API 1-52,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2747,0,320
1678711383551,1558,Org_api_Retrieve,200,OK,org_API 1-53,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1558,0,263
1678711388535,1244,Org_api_Retrieve,200,OK,org_API 1-54,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1244,0,95
1678711393536,1365,Org_api_Retrieve,200,OK,org_API 1-55,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1365,0,283
1678711398536,2469,Org_api_Retrieve,200,OK,org_API 1-56,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2469,0,277
1678711403536,2054,Org_api_Retrieve,200,OK,org_API 1-57,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,2054,0,393
1678711408536,1674,Org_api_Retrieve,200,OK,org_API 1-58,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1674,0,62
1678711413539,3474,Org_api_Retrieve,200,OK,org_API 1-59,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,3474,0,1082
1678711418540,1082,Org_api_Retrieve,200,OK,org_API 1-60,text,true,,2017,1759,1,1,https://dev.api.digitalsurgery.cloud/dsp/api/org/organizations/0a2006a9-9f2a-4246-b377-080eaea38b01,1082,0,74
